OID,Country or Area,Year,Description,Magnitude,Value
19361A..ZF...,AUSTRALIA,1980,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,11.5
19361...ZF...,AUSTRALIA,1980,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,11.6475
12261...ZF...,AUSTRIA,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.24
12461...ZF...,BELGIUM,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.9
15661A..ZF...,CANADA,1980,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,12.3708
15661...ZF...,CANADA,1980,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,12.4842
12861A..ZF...,DENMARK,1980,MORTGAGE BOND YIELD,PERCENT PER ANNU,19.0333
12861...ZF...,DENMARK,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.66
16361...ZF...,EURO AREA,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.3721
81961...ZF...,FIJI,1980,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,8
13261...ZF...,FRANCE,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.1275
13461...ZF...,GERMANY,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.48583
25861...ZF...,GUATEMALA,1980,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
53461...ZF...,INDIA,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.705
17861...ZF...,IRELAND,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.3343
13661B..ZF...,ITALY,1980,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,15.2525
13661...ZF...,ITALY,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.2525
34361...ZF...,JAMAICA,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.61
15861...ZF...,JAPAN,1980,GOVENMENT BOND YIELD,PERCENT PER ANNU,9.215
54261...ZF...,"KOREA, REPUBLIC OF",1980,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,28.7583
13761...ZF...,LUXEMBOURG,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.48492
13861...ZF...,NETHERLANDS,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.21
19661...ZF...,NEW ZEALAND,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.29
14261...ZF...,NORWAY,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.2675
56461...ZF...,PAKISTAN,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.2
18261...ZF...,PORTUGAL,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.6825
19961...ZF...,SOUTH AFRICA,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.0858
18461...ZF...,SPAIN,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.9608
14461...ZF...,SWEDEN,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.7425
14661...ZF...,SWITZERLAND,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.77
57861...ZF...,THAILAND,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
36961...ZF...,TRINIDAD AND TOBAGO,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.61
11261A..ZF...,UNITED KINGDOM,1980,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,13.8383
11261...ZF...,UNITED KINGDOM,1980,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,13.785
11161A..ZF...,UNITED STATES,1980,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,11.5483
11161...ZF...,UNITED STATES,1980,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,11.46
69861...ZF...,ZIMBABWE,1980,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.9375
19361A..ZF...,AUSTRALIA,1981,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,13.76
19361...ZF...,AUSTRALIA,1981,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,13.9583
12261...ZF...,AUSTRIA,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.6067
12461...ZF...,BELGIUM,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.4367
15661A..ZF...,CANADA,1981,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,15.6758
15661...ZF...,CANADA,1981,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,15.2192
12861A..ZF...,DENMARK,1981,MORTGAGE BOND YIELD,PERCENT PER ANNU,19.6358
12861...ZF...,DENMARK,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,18.9183
16361...ZF...,EURO AREA,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.5532
81961...ZF...,FIJI,1981,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,9.4
13261...ZF...,FRANCE,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.845
13461...ZF...,GERMANY,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.1083
25861...ZF...,GUATEMALA,1981,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
53461...ZF...,INDIA,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.15208
17861...ZF...,IRELAND,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.244
13661B..ZF...,ITALY,1981,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,19.3575
13661...ZF...,ITALY,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,19.3575
34361...ZF...,JAMAICA,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.6833
15861...ZF...,JAPAN,1981,GOVENMENT BOND YIELD,PERCENT PER ANNU,8.66
54261...ZF...,"KOREA, REPUBLIC OF",1981,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,23.6167
13761...ZF...,LUXEMBOURG,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.66005
67661...ZF...,MALAWI,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.25
55861...ZF...,NEPAL,1981,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,10.5
13861...ZF...,NETHERLANDS,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.5525
19661...ZF...,NEW ZEALAND,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.8325
14261...ZF...,NORWAY,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.3125
56461...ZF...,PAKISTAN,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.40167
18261...ZF...,PORTUGAL,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.705
81361...ZF...,SOLOMON ISLANDS,1981,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,10
19961...ZF...,SOUTH AFRICA,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.9875
18461...ZF...,SPAIN,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.8117
14461...ZF...,SWEDEN,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.4875
14661...ZF...,SWITZERLAND,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.57
57861...ZF...,THAILAND,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0625
36961...ZF...,TRINIDAD AND TOBAGO,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.8375
74661...ZF...,UGANDA,1981,GOVERNMENT STOCKS TO 10 YEARS,PERCENT PER ANNU,10
11261A..ZF...,UNITED KINGDOM,1981,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,14.6517
11261...ZF...,UNITED KINGDOM,1981,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,14.7425
11161A..ZF...,UNITED STATES,1981,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,14.4392
11161...ZF...,UNITED STATES,1981,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,13.9108
69861...ZF...,ZIMBABWE,1981,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.5417
19361A..ZF...,AUSTRALIA,1982,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,15.175
19361...ZF...,AUSTRALIA,1982,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,15.375
12261...ZF...,AUSTRIA,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.91833
12461...ZF...,BELGIUM,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.4283
15661A..ZF...,CANADA,1982,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,14.0008
15661...ZF...,CANADA,1982,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,14.2558
12861A..ZF...,DENMARK,1982,MORTGAGE BOND YIELD,PERCENT PER ANNU,21.3537
12861...ZF...,DENMARK,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.385
16361...ZF...,EURO AREA,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.3112
81961...ZF...,FIJI,1982,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,9.4
13261...ZF...,FRANCE,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.6492
13461...ZF...,GERMANY,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.965
25861...ZF...,GUATEMALA,1982,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
53461...ZF...,INDIA,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.59167
17861...ZF...,IRELAND,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.04
13661B..ZF...,ITALY,1982,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,20.215
13661...ZF...,ITALY,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.215
34361...ZF...,JAMAICA,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.675
15861...ZF...,JAPAN,1982,GOVENMENT BOND YIELD,PERCENT PER ANNU,8.055
54261...ZF...,"KOREA, REPUBLIC OF",1982,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,17.4167
13761...ZF...,LUXEMBOURG,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.4805
67661...ZF...,MALAWI,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.72917
55861...ZF...,NEPAL,1982,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,10.5
13861...ZF...,NETHERLANDS,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.0975
19661...ZF...,NEW ZEALAND,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.9108
14261...ZF...,NORWAY,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.2033
56461...ZF...,PAKISTAN,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.35917
18261...ZF...,PORTUGAL,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.7917
81361...ZF...,SOLOMON ISLANDS,1982,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,11
19961...ZF...,SOUTH AFRICA,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.5083
18461...ZF...,SPAIN,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.9875
14461...ZF...,SWEDEN,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0417
14661...ZF...,SWITZERLAND,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.8325
57861...ZF...,THAILAND,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.8542
36961...ZF...,TRINIDAD AND TOBAGO,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.84083
74661...ZF...,UGANDA,1982,GOVERNMENT STOCKS TO 10 YEARS,PERCENT PER ANNU,12
11261A..ZF...,UNITED KINGDOM,1982,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,12.7858
11261...ZF...,UNITED KINGDOM,1982,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,12.88
11161A..ZF...,UNITED STATES,1982,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,12.9217
11161...ZF...,UNITED STATES,1982,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,13.0008
69861...ZF...,ZIMBABWE,1982,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
19361A..ZF...,AUSTRALIA,1983,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,12.8417
19361...ZF...,AUSTRALIA,1983,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,13.8875
12261...ZF...,AUSTRIA,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.17417
12461...ZF...,BELGIUM,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.9408
15661A..ZF...,CANADA,1983,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,10.6125
15661...ZF...,CANADA,1983,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,11.7917
12861A..ZF...,DENMARK,1983,MORTGAGE BOND YIELD,PERCENT PER ANNU,15.342
12861...ZF...,DENMARK,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.4633
16361...ZF...,EURO AREA,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.038
81961...ZF...,FIJI,1983,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,9.4
13261...ZF...,FRANCE,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.5867
13461...ZF...,GERMANY,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.01833
25861...ZF...,GUATEMALA,1983,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
26861...ZF...,HONDURAS,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.4
53461...ZF...,INDIA,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.98833
17861...ZF...,IRELAND,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.8841
13661B..ZF...,ITALY,1983,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,18.2992
13661...ZF...,ITALY,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,18.2992
34361...ZF...,JAMAICA,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.1583
15861...ZF...,JAPAN,1983,GOVENMENT BOND YIELD,PERCENT PER ANNU,7.41917
54261...ZF...,"KOREA, REPUBLIC OF",1983,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,13.075
13761...ZF...,LUXEMBOURG,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.81106
67661...ZF...,MALAWI,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.2708
55861...ZF...,NEPAL,1983,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,10.5
13861...ZF...,NETHERLANDS,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.61083
35361...ZF...,NETHERLANDS ANTILLES,1983,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,10.6542
19661...ZF...,NEW ZEALAND,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.1833
14261...ZF...,NORWAY,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.8583
56461...ZF...,PAKISTAN,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.30833
18261...ZF...,PORTUGAL,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,19.2225
81361...ZF...,SOLOMON ISLANDS,1983,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,11
19961...ZF...,SOUTH AFRICA,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.665
18461...ZF...,SPAIN,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.9092
14461...ZF...,SWEDEN,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.3017
14661...ZF...,SWITZERLAND,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.515
57861...ZF...,THAILAND,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.1333
36961...ZF...,TRINIDAD AND TOBAGO,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.87917
74661...ZF...,UGANDA,1983,GOVERNMENT STOCKS TO 10 YEARS,PERCENT PER ANNU,12.625
11261A..ZF...,UNITED KINGDOM,1983,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,11.1925
11261...ZF...,UNITED KINGDOM,1983,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,10.805
11161A..ZF...,UNITED STATES,1983,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,10.4467
11161...ZF...,UNITED STATES,1983,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,11.105
69861...ZF...,ZIMBABWE,1983,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0833
19361A..ZF...,AUSTRALIA,1984,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,12.2458
19361...ZF...,AUSTRALIA,1984,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,13.525
12261...ZF...,AUSTRIA,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.01583
12461...ZF...,BELGIUM,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.2425
15661A..ZF...,CANADA,1984,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,11.9075
15661...ZF...,CANADA,1984,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,12.7508
12861A..ZF...,DENMARK,1984,MORTGAGE BOND YIELD,PERCENT PER ANNU,14.6271
12861...ZF...,DENMARK,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.4267
16361...ZF...,EURO AREA,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.1853
81961...ZF...,FIJI,1984,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,9.4
13261...ZF...,FRANCE,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.4892
13461...ZF...,GERMANY,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.94917
17461...ZF...,GREECE,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,18.46
25861...ZF...,GUATEMALA,1984,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
26861...ZF...,HONDURAS,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.3
53461...ZF...,INDIA,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.645
17861...ZF...,IRELAND,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.6
13661B..ZF...,ITALY,1984,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,15.5992
13661...ZF...,ITALY,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.5992
34361...ZF...,JAMAICA,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.1358
15861...ZF...,JAPAN,1984,GOVENMENT BOND YIELD,PERCENT PER ANNU,6.805
54261...ZF...,"KOREA, REPUBLIC OF",1984,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,14.3167
13761...ZF...,LUXEMBOURG,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.2028
67661...ZF...,MALAWI,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.5833
55861...ZF...,NEPAL,1984,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,10.5
13861...ZF...,NETHERLANDS,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.32833
35361...ZF...,NETHERLANDS ANTILLES,1984,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,10.63
19661...ZF...,NEW ZEALAND,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.5717
14261...ZF...,NORWAY,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.16
56461...ZF...,PAKISTAN,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.25
18261...ZF...,PORTUGAL,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,21.5025
86261...ZF...,SAMOA,1984,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,17.5
81361...ZF...,SOLOMON ISLANDS,1984,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,11
19961...ZF...,SOUTH AFRICA,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.2267
18461...ZF...,SPAIN,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.5225
52461...ZF...,SRI LANKA,1984,GOVT BOND YIELD,PERCENT PER ANNU,14.6667
14461...ZF...,SWEDEN,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.2808
14661...ZF...,SWITZERLAND,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7025
57861...ZF...,THAILAND,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.4117
36961...ZF...,TRINIDAD AND TOBAGO,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.89167
74661...ZF...,UGANDA,1984,GOVERNMENT STOCKS TO 10 YEARS,PERCENT PER ANNU,18
11261A..ZF...,UNITED KINGDOM,1984,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,11.2908
11261...ZF...,UNITED KINGDOM,1984,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,11.1275
11161A..ZF...,UNITED STATES,1984,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,11.8925
11161...ZF...,UNITED STATES,1984,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,12.4383
29961...ZF...,"VENEZUELA, REP. BOL.",1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.1508
69861...ZF...,ZIMBABWE,1984,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.2917
19361A..ZF...,AUSTRALIA,1985,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,14.025
19361...ZF...,AUSTRALIA,1985,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,13.9542
12261...ZF...,AUSTRIA,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.77
12461...ZF...,BELGIUM,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.9683
15661A..ZF...,CANADA,1985,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,10.3858
15661...ZF...,CANADA,1985,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,11.0442
12861A..ZF...,DENMARK,1985,MORTGAGE BOND YIELD,PERCENT PER ANNU,12.1944
12861...ZF...,DENMARK,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.58
16361...ZF...,EURO AREA,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.6877
81961...ZF...,FIJI,1985,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,9.88333
13261...ZF...,FRANCE,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.1233
13461...ZF...,GERMANY,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.9475
17461...ZF...,GREECE,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.77
25861...ZF...,GUATEMALA,1985,RECONSTRUCTION BONOS(1976-77),PERCENT PER ANNU,8
26861...ZF...,HONDURAS,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.4
53461...ZF...,INDIA,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.98667
17861...ZF...,IRELAND,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.6287
13661B..ZF...,ITALY,1985,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,13.7125
13661...ZF...,ITALY,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.7125
34361...ZF...,JAMAICA,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,22.475
15861...ZF...,JAPAN,1985,GOVENMENT BOND YIELD,PERCENT PER ANNU,6.34083
54261...ZF...,"KOREA, REPUBLIC OF",1985,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,13.575
13761...ZF...,LUXEMBOURG,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.51083
67661...ZF...,MALAWI,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.5
55861...ZF...,NEPAL,1985,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,13
13861...ZF...,NETHERLANDS,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.34417
35361...ZF...,NETHERLANDS ANTILLES,1985,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,9.4625
19661...ZF...,NEW ZEALAND,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.7092
14261...ZF...,NORWAY,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.5817
56461...ZF...,PAKISTAN,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.19417
18261...ZF...,PORTUGAL,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.7483
81361...ZF...,SOLOMON ISLANDS,1985,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,12
19961...ZF...,SOUTH AFRICA,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.7917
18461...ZF...,SPAIN,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.3675
52461...ZF...,SRI LANKA,1985,GOVT BOND YIELD,PERCENT PER ANNU,15.3333
14461...ZF...,SWEDEN,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0942
14661...ZF...,SWITZERLAND,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.77667
57861...ZF...,THAILAND,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.1133
36961...ZF...,TRINIDAD AND TOBAGO,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.8875
74661...ZF...,UGANDA,1985,GOVERNMENT STOCKS TO 10 YEARS,PERCENT PER ANNU,24
11261A..ZF...,UNITED KINGDOM,1985,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,11.13
11261...ZF...,UNITED KINGDOM,1985,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,10.97
11161A..ZF...,UNITED STATES,1985,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,9.6425
11161...ZF...,UNITED STATES,1985,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,10.6233
84661...ZF...,VANUATU,1985,GOVT. BOND YIELD RATE,PERCENT PER ANNU,9.5
29961...ZF...,"VENEZUELA, REP. BOL.",1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.5525
69861...ZF...,ZIMBABWE,1985,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.2625
19361A..ZF...,AUSTRALIA,1986,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,13.9667
19361...ZF...,AUSTRALIA,1986,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,13.4167
12261...ZF...,AUSTRIA,1986,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.43833
12461...ZF...,BELGIUM,1986,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.62583
15661A..ZF...,CANADA,1986,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,9.21333
